Text,Label
Das bedeutet auch weniger Zinsen für Tages- und Festgeld.,
"Wer sein Erspartes weiter vermehren möchte, schaut jetzt vielleicht über den Euro hinaus.",
Das sogenannte Heizungsgesetz mit seinen Pflichten zur energetischen Sanierung hat zuletzt für viele Unklarheiten bei Hausbesitzern gesorgt.,
Ein Überblick von Lilli-Marie Hiltscher.,
Das Jahr neigt sich dem Ende zu.,
Richtig in Indexfonds investieren - aber wie?,
"Wer ein Depot zum Kauf von Indexfonds eröffnen will, hat die Auswahl zwischen vielen Anbietern.",
Doch den meisten Privatanlegern geht es bei der Altersvorsorge vor allem um Sicherheit.,
"ETFs gelten als einfache Möglichkeit, Geld an der Börse anzulegen.",
Der Aktienindex MSCI World gehört zu den beliebtesten und gleichzeitig kontroversesten Indizes der Welt.,
"Noch immer trauen sich viele Deutsche nicht an die Börse - weil sie glauben, dafür Experten sein zu müssen.",
In Deutschland gibt es 24 Millionen Bausparverträge.,
Und lohnt sich das Bausparen mit den gestiegenen Zinsen wieder?,
Was ist die beliebteste Kreditform in Deutschland?,
Ein Überblick von Antonia Mannweiler.,
"Noch immer wünscht sich eine Mehrheit in Deutschland, im eigenen Haus zu leben.",
In keinem anderen Land in der EU gibt es so wenige Wohneigentümer wie in Deutschland.,
Die aktuellsten Konjunkturprognosen für Deutschland im Überblick.,
Viele Jahre spielte die Inflation in Deutschland kaum eine Rolle.,
Im Aufschwung nach dem Corona-Tief änderte sich das.,
"Erst die Finanz- und Schuldenkrise, dann die Corona-Krise und die Energiekrise.",
Wie ist die finanzielle und wirtschaftliche Lage in den EU-Staaten?,
"Wie schätzen Moody's, Fitch und Standard & Poor's die Länder der Eurozone und weitere Staaten ein?",
Die Ziele der Gewerkschaften und die Tarifabschlüsse 2024 im Überblick.,
Millionen Menschen in Deutschland sind arbeitslos.,
Die offizielle Zahl veröffentlicht die Bundesagentur für Arbeit jeden Monat.,
Claudia Buch ist die Chef-Bankenaufseherin der EU.,
"Wie es Europas Geldinstituten angesichts von Konjunkturflaute und vielen Firmenpleiten geht, erklärt sie im Interview mit der ARD-Finanzredaktion.",
Die Europäische Zentralbank senkt zum vierten Mal in diesem Jahr die Zinsen im Euroraum.,
"Um 0,25 Prozentpunkte setzen die Währungshüter den Zins herab, den Banken für geparktes Geld bei der EZB erhalten.",
"Mehrfach hat der designierte US-Präsident Trump gesagt, er wolle mehr Mitspracherecht bei der Geldpolitik der Fed haben.",
"Trotzdem hat er nun erklärt, er werde den aktuellen Chef der Geldbank, Powell, vorerst nicht ersetzen.",
"Zinsen, Dividenden, Kursgewinne - der Fiskus greift zu, wenn Sparer Erträge aus Kapitalanlagen erzielen.",
Die Steuer ist aber längst nicht immer fällig und fällt bei manchen Anlageformen sogar ganz weg.,
Sowohl die Zahl der Milliardäre als auch ihr Vermögen ist einer Studie zufolge im vergangenen Jahrzehnt stark gewachsen.,
Zum ersten Mal hat der Bitcoin mehr als 100.000 Dollar gekostet.,
In der Nacht sprang der Kurs der bekanntesten Kryptowährung stark nach oben und knackte die runde Marke - auch wegen des Wahlsiegs von Donald Trump.,
Der DAX ist diese Woche erstmals über die 20.000er-Marke gestiegen - trotz schwacher Wirtschaftsdaten.,
"Am Aktienmarkt knackt der DAX erstmals die 20.000 Punkten, während die deutsche Wirtschaft in einer Herbst-Tristesse steckt.",
Woher kommt die aktuelle Stärke am Aktienmarkt?,
Der DAX hat erstmals die Marke von 20.000 Punkten übertroffen.,
Die Hoffnung auf weiter sinkende Zinsen in den USA und der Eurozone treiben den deutschen Leitindex seit Monaten nach oben.,
Angesichts des Haushaltsstreits in Frankreich wenden sich die Investoren vom Land ab und verkaufen Staatsanleihen.,
Dadurch stieg die Rendite heute zeitweise über das Niveau von griechischen Bonds.,
Beauftragter für Bürokratieabbau.,
Der Bundesgerichtshof hat auch das zweite Urteil gegen Steueranwalt Hanno Berger bestätigt.,
Berger spielte für die Steuertricks rund um den Cum-Ex-Skandal eine wichtige Rolle.,
Die Bundesbank warnt vor möglichen Turbulenzen vor allem durch Probleme der Banken mit Gewerbeimmobilien und bei Lebensversicherungen.,
US-Staatsanwälte haben den indischen Milliardär Gaudam Adani wegen mutmaßlicher Bestechung angeklagt.,
Die Verschuldung in Deutschland ist leicht rückläufig.,
Trumps Wahlsieg spaltet die Börsenwelt - auch am Frankfurter Aktienmarkt.,
"So profitierten die Papiere einiger DAX-Konzerne von der Aussicht auf den neuen US-Präsidenten, andere stürzten dagegen ab.",
"Seit dem Wahlsieg des selbsternannten ""Bitcoin-Präsidenten"" Trump jagt die Kryptowährung von Rekordhoch zu Rekordhoch.",
"Rund 70 Milliarden Euro Schaden richtet der Betrug mit Krypto-Anlagen weltweit an, nahezu täglich gibt es auch in Deutschland neue Opfer.",
Die US-Notenbank hat wie erwartet den Leitzins um einen Viertelpunkt gesenkt.,
Fed-Chef Powell gab die Zinssenkung am Abend bekannt.,
"Spannend ist nun die Frage, wie es mit der US-Zinswende weitergeht.",
Am deutschen Aktienmarkt stehen einige Wechsel an.,
So ist etwa der Kunststoffkonzern Covestro wegen einer Übernahme bald nicht mehr im DAX vertreten.,
Dafür zieht der Dialyse-Spezialist Fresenius Medical Care nach.,
Bislang waren Hausangestellte in Spanien von der Arbeitszeiterfassung ausgenommen.,
Der Europäische Gerichtshof hat diese Regelung nun aufgehoben.,
Das hat Folgen auch in Deutschland.,
"Jahrzehntelang lenkte Hubert Burda das Verlagsunternehmen, das unter anderem die ""Bunte"" herausgibt.",
Die UniCredit stockt ihr Aktienpaket an der Commerzbank weiter auf.,
Nach eigenen Angaben kontrolliert die italienische Großbank nun etwa 28 Prozent.,
Kommt die nächste Mega-Fusion in der Autoindustrie?,
Die japanischen Konzerne Nissan und Honda führen offenbar Gespräche über einen Zusammenschluss.,
Der Frauenanteil im Top-Management der größten deutschen Börsenkonzerne hat einen Höchstwert erreicht.,
Dabei nehmen die Beton- und Stahlbetonbauer eine Schlüsselrolle ein.,
"Die Bundesregierung will in der Krise bei Volkswagen für Entlastung sorgen, indem das Kurzarbeitergeld verlängert werden soll.",
Bundesarbeitsminister Heil bestätigte entsprechende Pläne dazu.,
"In den USA könnte TikTok verboten werden, wenn dessen chinesischer Mutterkonzern nicht sein US-Geschäft verkauft.",
Im Jahr 2023/24 sank das Ergebnis im Schnitt auf 77.500 Euro und lag damit 29 Prozent unter Vorjahresniveau.,
Die Staatsanwaltschaft Leipzig ermittelt gegen die Gröner Unternehmensgruppe wegen des Verdachts auf Insolvenzverschleppung.,
Beamte durchsuchen die Geschäftsräume des Immobilien-Unternehmens.,
Zalando will den Konkurrenten About You übernehmen.,
Der Versandkonzern Otto verkauft seine Anteile.,
Das Geschäft hat einen Umfang von über einer Milliarde Euro.,
Bei Adidas haben Beamte unter anderem die fränkische Konzernzentrale durchsucht.,
Laut dem Sportartikelhersteller geht es um die Einhaltung von zoll- und steuerrechtlichen Vorschriften bei der Einfuhr von Produkten nach Deutschland.,
Der Zoll hat beim Immobilienunternehmen Engel & Völkers Geschäftsräume an mehreren Standorten durchsucht.,
Der Maschinenbau gehört zu den wichtigsten deutschen Branchen.,
Doch Betriebe leiden unter hohen Kosten und zu viel Bürokratie.,
Das hat der BGH heute in einem Fall aus Bayern klargestellt.,
Dubai-Schokolade ist im Trend.,
Das Verbraucherministerium in Stuttgart spricht von Betrug und Gefahren für die Gesundheit.,
Allerdings ist die Verunsicherung wegen hoher Lebensmittelpreise und Job-Sorgen weiterhin groß.,
Neuerdings fahren ICEs direkt von Berlin nach Paris.,
Doch weiterhin erschweren einige Hindernisse Verbindungen durch Europa.,
Mit dem Jahreswechsel können Verbraucher ihren negativen Schufa-Eintrag bereits nach 18 Monaten loswerden - und nicht wie bislang erst nach 36 Monaten.,
Ungefähr 37 Gläser Schaumwein im Jahr haben die Deutschen zuletzt pro Kopf getrunken.,
"Innerhalb eines Jahrzehnts ging der Konsum von Sekt, Prosecco oder Champagner damit deutlich zurück.",
"433 Kilo pro Kopf, also etwa 8,3 Kilo pro Woche - so viele Haushaltsabfälle haben die Deutschen 2023 verursacht.",
"Das ist der niedrigste Wert seit Beginn der Erhebung im Jahr 2004, teilte das Statistische Bundesamt mit.",
Die Schweiz will den Shoppingtourismus in Richtung Deutschland eindämmen.,
Bundesarbeitsminister Heil will den Einsatz von Künstlicher Intelligenz (KI) in der Arbeitswelt vorantreiben.,
"Arbeit werde sich verändern, aber nicht ausgehen, so Heil.",
Bei der Messe IAA Mobility in München setzen die Autobauer besonders ihre E-Autos in Szene.,
Doch wann kommt der angekündigte Durchbruch der E-Mobilität?,
"Ob Staubsauger, Herd oder Lampen - Haushaltselektronik wird immer schlauer und macht das Zuhause zum ""Smart Home"".",
Die intelligente Vernetzung breitet sich aus und ist auch bei auf heute beginnenden IFA ein Thema.,
Auch China verspricht sich viel vom Geschäft mit Künstlicher Intelligenz.,
Nun hat die Regierung mehrere Konkurrenten des Textroboters ChatGPT genehmigt.,
Viele Standorte in Mitteldeutschland wollen dringend daran angeschlossen werden.,
Kommt der Ausbau der Lade-Infrastruktur für Elektroautos in Deutschland zu langsam voran?,
Der Branchenverband BDEW hält das derzeitige Angebot an öffentlichen Ladesäulen für mehr als ausreichend.,
Südlich von München entsteht ein Geothermie-Kraftwerk mit besonderer Bohrtechnik.,
Tiefe soll Energie gewonnen werden.,
Der Boom der Künstlichen Intelligenz (KI) hat dem Chipkonzern Nvidia zu ausgezeichneten Geschäftszahlen verholfen.,
Der Chipkonzern ist der größte Anbieter von Spezialchips für rechenhungrige KI-Anwendungen.,
"""Fake-Songs"" mit den Stimmen von Superstars haben bereits für Aufregung gesorgt.",
Das US-Label Universal Music will nun gemeinsam mit YouTube Regeln aufstellen.,
Allein in den ersten sieben Monaten des Jahres ist in Deutschland mehr Leistung durch Solaranlagen installiert worden als 2022.,
Spitzenreiter ist Bayern.,
Für das flächendeckende Recycling von Elektroauto-Batterien sind einer Studie zufolge Milliardeninvestitionen nötig.,
Sie sollten den Lastverkehr auf Deutschlands Straßen umweltfreundlich und klimaneutral machen:,
Die EU fordert bereits seit einiger Zeit einen besseren Schutz der 5G-Mobilfunknetze.,
"Vodafone warnt nun davor, dass ein übereilter Verzicht auf chinesische Mobilfunktechnologie die Netze langfristig schädigen könnte.",
Rund 150 Genehmigungen sind in Deutschland für den Transport eines einzigen Windrads nötig.,
Tech-Giganten verpflichten sich in den USA zu einem verantwortungsvollen Umgang mit Künstlicher Intelligenz.,
Durch Risikoprüfungen sollen etwa Falschinformationen eingedämmt und die Sicherheit der Nutzung gestärkt werden.,
Für den Bau einer Anlage zur grünen Stahlproduktion soll Thyssenkrupp bis zu zwei Milliarden Euro erhalten.,
Nun hat auch die EU-Kommission die Hilfen genehmigt.,
Mit dem Projekt könnten fast 60 Millionen Tonnen CO2 eingespart werden.,
Revolutionieren Häuser aus dem 3D-Drucker die Baubranche?,
In Heidelberg ist gerade das größte 3D-Gebäude Europas fertiggestellt worden.,
Der Umgang mit den Gefahren des Internets muss gelernt sein.,
Eine neue Umfrage des Digitalverbands Bitkom zeigt aber:,
Viele osteuropäische Atomkraftwerke sind bei der Versorgung mit Brennelementen abhängig von Russland.,
Ein Hersteller in Niedersachsen will Abhilfe schaffen - hat sich dafür aber selbst mit Russland eingelassen.,
Daimler Truck erhält vom Staat Geld für den Bau und die Erprobung von Brennstoffzellen-Lkw.,
Die deutschen Autobauer stecken auch wegen der schwachen Nachfrage nach Elektroautos in der Krise.,
"Ein Grund für die Zurückhaltung liegt auch an der Batterietechnik, der viele Autokäufer noch nicht recht zu trauen scheinen.",
"In Zukunft soll die Batterie in Elektroautos nicht nur zum Fahren genutzt werden, sondern auch als Zwischenspeicher für die Stromversorgung.",
Einer aktuellen Studie zufolge könnten auch die Autobesitzer damit Hunderte Euro sparen.,
Synthetische Treibstoffe sind ein Hoffnungsträger für klimaverträgliches Fliegen.,
"Das Deutsche Zentrum für Luft- und Raumfahrt hat erstmals bei Testflügen gemessen, welche Emissionen dabei entstehen.",
Mit der Stilllegung von Verbrennern könnten deutlich mehr Emissionen eingespart werden als mit synthetischen Kraftstoffen.,
"Künftig sollen sie aber umweltfreundlicher werden, indem keine zusätzliche Antenne aus Kupferdraht mehr verbaut wird.",
"Um seinen rasant steigenden Energiebedarf zu decken, setzt Google auf Mini-Atomkraftwerke.",
Der hohe Stromverbrauch ist eine Schattenseite des KI-Booms - doch ist Atomenergie die einzige Lösung?,
Die Beliebtheit von Balkonkraftwerken in Deutschland hält an:,
Der Absatz von E-Autos ist drastisch zurückgegangen.,
SpaceX will mit seinem Raumschiff Starship bis 2026 rund fünf unbemannte Missionen zum Mars durchführen.,
Steht nach dem Nvidia-Kursrutsch der große KI-Crash an den Börsen bevor?,
"Experten sehen Parallelen zur Dotcom-Blase, Künstliche Intelligenz sei massiv überbewertet.",
Der Münchner Autokonzern BMW will 2028 mit der Serienproduktion eines Wasserstoffautos mit Brennstoffzelle beginnen.,
Dazu soll die Zusammenarbeit mit Toyota weiter ausgebaut werden.,
"Statt im Jahr 2030 nur noch vollelektrische Autos zu verkaufen, will Volvo länger als ursprünglich geplant auch Hybridfahrzeuge anbieten.",
"Während die USA insgesamt Künstliche Intelligenz bisher nicht reguliert haben, hat der Bundesstaat Kalifornien jetzt ein KI-Sicherheitsgesetz verabschiedet.",
Aber das Problem der Speicherung ist derzeit noch nicht abschließend geklärt.,
Die Robotaxi-Firma Waymo dominiert den Markt für autonomes Fahren und macht immer mehr Fortschritte.,
Konkurrent Tesla gerät ins Hintertreffen - und Konzernchef Musk ergeht sich in Andeutungen.,
Die amerikanische Notenbank Fed hat ihren Leitzins zum dritten Mal in diesem Jahr gesenkt.,
Neue Sanktionen gegen Russland haben den Rubel weiter an Wert verlieren lassen.,
"Auch sonst kämpft die russische Wirtschaft mit den Folgen des Krieges, der das Land enorme Summen kostet.",
Amazon-Gründer Bezos nähert sich dem künftigen US-Präsidenten Trump offen an - wie auch andere Tech-Milliardäre seit der US-Wahl.,
Auch zur Rolle von Tesla-Chef Musk in der künftigen Regierung äußerte sich Bezos.,
Die Wirtschaft in Deutschland wird 2025 laut der Industriestaaten-Organisation,
OECD so schwach wachsen wie in keinem anderen entwickelten Staat.,
Tesla-Chef Elon Musk hat im Streit um ein 56 Milliarden Dollar schweres Vergütungspaket eine erneute juristische Niederlage einstecken müssen.,
"Ein Gericht entschied, dass Musk das Geld nicht zusteht.",
"Anfang der Woche hatte der künftige US-Präsident Trump angekündigt, die wichtigsten Handelspartner mit höheren Einfuhrzölle zu belegen.",
"In den USA befürchtet man, dass dies vor allem zu Lasten der Verbraucher passiert.",
Schlechte Ernten und Donald Trumps,
Bohnen der Sorte Arabica werden an der New Yorker Rohstoffbörse so hoch gehandelt wie seit fast 50 Jahren nicht mehr.,
Die russische Landeswährung Rubel hat zuletzt deutlich an Wert verloren.,
"Das dürfte die Inflation in Russland weiter anheizen, denn Importe werden teurer.",
Wozu gibt es Zölle eigentlich?,
Und was macht Donald Trump daraus?,
Der künftige US-Präsident Trump hat Importzölle von 25 Prozent auf Waren aus Mexiko und Kanada angekündigt.,
Auch für China sollen sie steigen.,
Als erstes Land weltweit erlaubte El Salvador den Bitcoin als offizielles Zahlungsmittel.,
Seit Donald Trumps Wahl zum US-Präsidenten boomen Kryptowährungen.,
Bundesbankpräsident Nagel befürchtet steigende Preise infolge neuer Verwerfungen im Welthandel - etwa durch die Trumps Zollpläne.,
"Mehrere deutsche Reedereien haben in den vergangenen Monaten offenbar Droh-E-Mails der Huthi-Miliz aus dem Jemen erhalten, in denen diese vor weiteren Angriffen warnt.",
Der Branchenverband spricht von Einschüchterungsversuchen.,
Heute beginnt der G20-Gipfel in Brasilien.,
Dort soll auch das Freihandelsabkommen der EU mit den Mercosur-Staaten Südamerikas zur Sprache kommen.,
Europäische Unternehmen sollen davon massiv profitieren.,
In Peru ist im Beisein von Chinas Präsident Xi ein großer Tiefwasserhafen eröffnet worden.,
"3,5 Milliarden Dollar wurden dort investiert - Chinas Staatskonzern Cosco hat exklusive Nutzungsrechte.",
Laut einer Studie des Internationalen Währungsfonds verliert Europa wirtschaftlich den Anschluss an die Vereinigten Staaten.,
Der Rückstand ist demnach auf die geringere Produktivität in der EU zurückzuführen.,
Die Verbraucherpreise in den USA haben wieder stärker angezogen.,
Dennoch erwarten Experten eine weitere Zinssenkung der US-Notenbank im Dezember.,
"In Indien schließen sich zwei Airlines zusammen - symbolträchtig für die Luftfahrt des Landes, die immer neue Rekorde vermeldet.",
In den USA kommen kurz vor der Präsidentschaftswahl Schwächesignale vom Arbeitsmarkt:,
"Das lag auch am Hurrikan ""Milton"" und dem Streik bei Boeing.",
"Die EU und USA setzen auf Zölle, um die heimische Wirtschaft zu stärken.",
Doch für die Exportnation Deutschland steht viel auf dem Spiel.,
Trump Media & Technology ist die ultimative Donald-Trump-Aktie.,
Zuletzt hat sie massive Gewinne eingefahren - ein Fingerzeig für den Ausgang der US-Präsidentenwahl?,
"Angesichts der Wirtschaftsflaute spricht sich der Industrieverband BDI dafür aus, dass die nächste Regierung Kosten für Unternehmen senkt, Milliarden investiert und Bürokratie streicht.",
"Deutschlands Wettbewerbsfähigkeit sei ""im freien Fall"".",
Der ifo-Geschäftsklimaindex ist überraschend stark gesunken - auf den niedrigsten Wert seit der Corona-Rezession 2020.,
Die Konjunkturkrise hat zu deutlich mehr Insolvenzen in Deutschland geführt.,
Die deutsche Chemieindustrie hat in diesem Jahr Umsatz eingebüßt.,
Sie klagt über gestiegene Energiekosten - und dass sich der Staat zu viel einmische.,
Ist der Industriestandort Deutschland angezählt?,
Nach zwei Jahren Stagnation trauen Experten der deutschen Wirtschaft auch 2025 nur wenig zu.,
Was macht Deutschland falsch - und was müsste sich ändern?,
Der Lkw-Verkehr auf deutschen Autobahnen ist im November gesunken.,
Die deutsche Wirtschaft stagniert.,
"Das Statistische Bundesamt beziffert das Reallohn-Plus auf 2,9 Prozent gegenüber dem Vorjahreszeitraum.",
Er ist Deutschlands wichtigstes Konjunkturbarometer:,
Die Stimmung in den Chefetagen der deutschen Unternehmen hat sich im November verschlechtert.,
Die deutsche Wirtschaft ist im dritten Quartal nicht so stark gewachsen wie zunächst prognostiziert.,
Damit schrammt sie dank eines starken Privatkonsums noch knapp an einer Rezession vorbei.,
Die Zahl der Firmenpleiten in Deutschland steigt weiter zweistellig.,
In Deutschland sind im September erneut sehr wenige Baugenehmigungen für Wohnungen erteilt worden.,
"Die ""Wirtschaftsweisen"" haben ihre Wachstumsprognose für das kommende Jahr mehr als halbiert.",
"Die deutsche Wirtschaft soll nur noch um 0,4 Prozent wachsen.",
"Besonders die Kernbranchen der Industrie seien besorgt, so die Wirtschaftsforscher des ifo-Instituts.",
Im Jahr 2023 schreckten die Käuferinnen und Käufer vor Immobilien zurück:,
Besonders Neubaugrundstücke fanden wenige Abnehmer.,
Die deutsche Industrie hat im September deutlich mehr Aufträge erhalten als erwartet.,
Entgegen der Erwartungen ist die deutsche Wirtschaft im dritten Quartal gewachsen.,
Dank der abflauenden Inflation werden die deutschen Verbraucher wieder zuversichtlicher.,
Erstmals seit fast einem halben Jahr hat sich die Stimmung in der deutschen Wirtschaft wieder verbessert.,
Nach vier Rückgängen in Folge ist der Geschäftsklima-Index des ifo-Instituts im Oktober gestiegen.,
Retter in Stade sind besorgt:,
Was droht ihnen in der Silvesternacht im Altländer Viertel?,
Dieser Thailänder trinkt eine ganze Flasche Whiskey in nur wenigen Minuten.,
Bonita Grupp hat AfD-Rechtsaußen Björn Höcke scharf kritisiert.,
Arnstadt – Über die Weihnachtsfeiertage brachen unbekannte Täter in mehrere Gartenlauben in zwei Kleingartenanlagen «Am Dornheimer B...,
Jetzt ziehen die Macher einer anderen Show die Reißleine.,
In den frühen Morgenstunden des 28.12.2024 brachen Unbekannte in einen Netto-Markt in der Pasewalker Straße ein und ...,
"Der Mann wollte auf die Straße einbiegen, übersah den nahenden Audi.",
Dieser Ferrari 250 LM 1965 ist etwas ganz Besonderes.,
Sieben Monaten nach der Attacke hat die Polizei nun Fotos von dem Angreifer veröffentlicht,
Nach dem Abschuss einer Passagiermaschine in Kasachstan gibt Putin eine Erklärung ab.,
Aktuelle Entwicklungen im Nahen Osten lesen Sie im Live-Ticker bei BILD.,
Russlands Krieg gegen die Ukraine:,
Aktuelle Entwicklungen im Live-Ticker von BILD.,
Darts-Star Peter Wright ist krank.,
Trotzdem hustet er sich bei der PDC Darts-WM gegen J...,
"Hachenburg – Ein weißer Opel Corsa wurde zwischen dem 27.12.2024, 17 Uhr, und dem 28.12.2024, 9 Uhr, auf einem Parkplatz in der Lind...",
Die beiden Hollywoodstars trafen sich in einer Kult-Bar in Aspen.,
Jülich – Ein schwerer Verkehrsunfall auf der L253 führte am 27.12.2024 zu zwei Leichtverletzten und erheblichen Sachschäden.,
Der Magdeburger Koch Singh Laly experimentiert mit Chicken-Tikka-Schokolade,
Der Tech-Milliardär Elon Musk mischt erneut im Bundestagswahlkampf mit.,
Das Gladbach-Zeugnis mit allen Details und Hintergründen zur Saison 2024/25 – BILDplus!,
Ein Anwohner-Parkausweis wird immer mehr zum Luxusgut.,
Hunderte Böller-Fans decken sich mit Pyro-Waren für Sylvester ein.,
Kleve – Samstagmorgen schlugen hohe Flammen aus einem Ford-Wohnmobil,
Legende Phil Taylor warnt Darts-Wunderkind Luke Littler vor dem Manchester-United-Syndrom.,
Bengel – Ein Verkehrsunfall ereignete sich am 28.12.2024 gegen 11:10 Uhr in der Koblenzer Straße /,
"B49 in Bengel, bei dem der Unfall...",
"Kristian Sæverås vom HBL-Team SC DHfK Leipzig versucht im Spiel gegen den TSV Hannover-Burgdorf zu retten, was nicht mehr zu retten ...",
Schlechte Nachrichten für alle Beschäftigten in Deutschland!,
Damians Eltern bangen weiter um das Leben ihres Sohnes.,
Der 1. FC Union geht mit einem neuen Trainer ins Jahr 2025.,
Ein Zeuge alarmierte gegen 01:15 Uh...,
Im neuen Jahr warten viele E-Auto-Neuheiten auf uns.,
Im Dezember startet die 2. Staffel von „Match in Paradise”.,
"Scottie Scheffler verletzte sich am ersten Weihnachtsfeiertag, als er ein Essen vorbereitete.",
Scholz ist als kühles Nordlicht bekannt.,
In der 3. Runde der PDC Darts WM trifft Gerwyn Price auf Joe Cullen.,
"Das ZDF hat neue Regeln, über welche Kandidaten zur Bundestagswahl es wie berichtet.",
"Nach 33 Jahren gibt es endlich wieder Eisbären-Nachwuchs, doch das Baby ist in Gefahr.",
Wie gefährlich wird es heute bei der Abfahrt in Bormio?,
Der französische Ski-Verband gibt ein Update zum Zustand von Cyprien Sarrazin.,
34 Jahre Altersunterschied haben Tom Barcal und seine Frau Stefanie.,
Doch wie sicher ist diese Mega-Party?,
Obersachswerfen – Ein 28-jähriger Mazda-Fahrer verlor am 28.12.2024 gegen 02:30 Uhr in Obersachswerfen die Kontrolle über sein Fahrz...,
Nordhausen – Ein 84-jähriger Fahrer verursachte am 28.12.2024 gegen 9 Uhr einen Verkehrsunfall in der Geschwister-Scholl-Straße.,
Girod – Ein schwerer Unfall auf der A3 bei Girod führte zu einem erheblichen Rückstau und einer Vollsperrung der Autobahn.,
Bad Gandersheim – Ein 84-jähriger Autofahrer verlor am Samstagmorgen die Kontrolle über seinen VW Golf und prallte gegen einen Baum....,
Mit den Stimmen der Union hat die verbliebene Regierungskoalition die Speicherumlage auf Gastransite abgeschafft.,
Inländische Gaskunden zahlen dafür im neuen Jahr deutlich mehr.,
Das Morning Briefing erscheint ab 3. Januar wieder wie gewohnt werktags um 6 Uhr.,
Die Gläubiger des Biomethanversorgers müssen mit zwei Hiobsbotschaften in den Weihnachtsurlaub gehen.,
Eon hat für einige Bestandskunden drastisch die Preise erhöht.,
Josef Wolf beendet seine Tätigkeit als Geschäftsführer der Stadtwerke Schwerin.,
Runter mit den Strompreisen: Das wollen CDU und CSU genauso wie SPD und Grüne.,
Ein Blick in die Wahlprogramme zeigt: Nicht immer sind Schwarz und Grün am weitesten voneinander entfernt.,
Nach der Insolvenz des O-Busherstellers Van Hool diskutierte die Stadt Alternativen.,
"Gasnetz, Dortmund, Powercloud: Diese Meldungen haben unsere Leserinnen und Leser 2024 am meisten angesprochen: Ein Rückblick quer durch die kommunale Wirtschaft.",
"Vor den Feiertagen stehen noch einige Ereignisse ein, die den Markt prägen könnten, schreibt Gasexperte Joachim Endress in seiner Kolumne.",
"Günstiger soll es zudem ebenfalls werden, versprechen die Stadtwerke.",
"Im Kurzinterview erläutert Anja Floetenmeyer-Woltmann, strategische Beraterin und Expertin für die Kommunikation zur Wärme- und Mobilitätswende, den Umgang mit Kundinnen und Kunden.",
Die tatsächlichen Netzengpassmanagement-Kosten für dieses Jahr dürften über die Hälfte niedriger sein als noch 2023 angenommen.,
"Verbandschefin Andreae findet angesichts kurzzeitiger Strompreisspitzen in der vergangenen Woche: ""Das ist Markt"".",
Auch zur Debatte um das Gebäudeenergiegesetz hat sie eine klare Meinung.,
"Motivationsschub für die Mitarbeitenden, Erweiterung des Netzwerks, viel öffentliche Wertschätzung: Der Zweckverband Jena Wasser hat in vielfältiger Weise von der Auszeichnung profitiert.",
"2024 wird der Energieverbrauch in Deutschland ""mit großer Wahrscheinlichkeit"" auf einen neuen Tiefstand fallen – das schätzt die Arbeitsgemeinschaft Energiebilanzen.",
"Nach einem herausfordernden Jahr hat Powerfox Investoren gefunden, die den Neustart ermöglichen.",
Im Interview sprechen die Gründer über die Zukunft der Metering-Branche und die Hindernisse für Start-ups in der Energiebranche.,
Der Branchenverband VDV nennt Schmerzpunkte des Nahverkehrs:,
Außerdem: Wie sich die amerikanische Energielandschaft unter Trump ändern könnte.,
Inmitten der Winterperiode agiert der Gasmarkt seit Monatsbeginn bearish.,
"Damit das Vorhaben noch vor Neuwahlen den Bundestag passieren kann, gibt es eine abgespeckte Version.",
"Der Bundesgerichtshof deutet an, bei der Eigenkapitalverzinsung im Sinne der Bundesnetzagentur zu entscheiden.",
Maul konzentriert sich auf Aachen.,
Die Thüringer Energie AG ist bisher ausschließlich als Minderheitsgesellschafter bei über 20 Kommunalversorgern beteiligt.,
In Zeulenroda ist das anders.,
Geht noch ein Ruck durch das politische Berlin?,
EnBW stattet Globus-Markt,
Eschborn mit 40 Hochleistungsladepunkten,
Hinzu kommen einige Tesla-Supercharger.,
Im Interview äußern Eva Weikl von Badenova Netze und Stephan Nagl von der Thüga ihre Erwartungen an die künftige Netzregulierung.,
Seit Jahren sorgen die städtischen Bäder für Millionenverluste.,
"Die Vorteile des steuerlichen Querverbunds seien inzwischen aufgebraucht, sagt Stadtwerkevorstand Andreas Schwarze.",
"SPD, Grüne und Union machen den Weg für die Auszahlung der Regionalisierungsmittel frei.",
Die ÖPNV-Branche lobt und mahnt.,
"Konrad Schade, Chief Commercial Officer und Managing Director des digitalen Ökostromanbieters Rabot Energy, erklärt sein Geschäftsmodell und warum es nicht unbedingt Smart Meter dazu braucht.",
In Köln entsteht eine Flusswasser-Wärmepumpe für 50.000 Haushalte.,
Bauaufträge in Millionenhöhe hat Rheinenergie jetzt vergeben.,
Der Aufsichtsrat hat sich von Geschäftsführer Trautmann getrennt.,
SPD und Grüne fordern eine Fernwärme-Preisaufsicht – zur Freude der Verbraucherschützer.,
Inzwischen gibt es erste Schätzungen über das Ausmaß des finanziellen Schadens.,
"Die Branche hofft seit Wochen darauf, dass der Bundestag das PV-Spitzen-Paket noch verabschiedet.",
In Erlangen scheidet der kaufmännische Vorstand in einigen Monaten aus.,
Die Nachfolge hat das Unternehmen jetzt schon geregelt.,
"Auf dem ""Fast Lane Summit"" diskutieren Fachleute über die Zukunft des Ladens und die veränderten Wünsche der Kunden.",
Die Energieversorgung Mittelrhein verbessert die Datenübertragung im Stromnetz.,
