English,Unnamed: 1
"Every year, Bath & Body Works introduces a scent that it hopes will break through during the shopping season.",
It doesn’t have to smell like gingerbread.,
"The business will be acquired by members of the family and El Puerto de Liverpool, a Mexican real estate and department store company that has owned a stake in Nordstrom since 2022.",
"It was another down year for mergers and acquisitions, but Wall Street is optimistic that the lengthy lull is coming to an end.",
"President-elect Donald Trump is tapping the technology sector for key roles, and executives from the venture capital firm Andreessen Horowitz are featuring heavily.",
"Even as Telegram faces legal scrutiny and grapples with billions in debt, it is set to be profitable for the first time as it tries cryptocurrencies, subscriptions and ads.",
"Teddy Blanks, the designer behind the memorable movie titles for films like “Nosferatu” and “Barbie,” has quietly become Hollywood’s go-to guy.",
"The success of the show’s first season surprised Netflix executives, reaffirming the company’s global strategy.",
"Attempts to restrict pharmaceutical advertisements have failed many times over the years, often on First Amendment grounds.",
Japan’s second- and third-largest automakers hope the $50 billion deal would help them catch up with Tesla and China’s BYD in electric vehicles and advanced software.,
"As a researcher at several universities and an adviser at NASA, he used data analysis to show how the planet’s different systems are interrelated.",
"The agency obtained research from 3M in 2003 revealing that sewage sludge, the raw material for the fertilizer, carried toxic “forever chemicals.”",
"The promise of deeper emissions cuts will very likely be ignored by the Trump administration, but officials hoped it would send a signal to the world.",
"The Trump administration is expected to revoke the program, setting up a legal clash between the state and federal government.",
"Commonwealth Fusion Systems, an M.I.T. spinoff, aims to generate carbon-free electricity in an industrial park near Richmond in the early 2030s.",
"The loan, the biggest-ever commitment from the Loan Programs Office, is intended to fund the California utility’s grid and climate resiliency projects.",
California and 11 other states want to halt the sale of new gas-powered cars by 2035.,
President-elect Donald Trump is expected to try to stop them.,
New export terminals along the rugged Pacific coastline have reignited a generations-old debate over identity and environmental stewardship.,
"About four million common murres were killed by a domino effect of ecosystem changes, and the population is showing no signs of recovery, according to new research.",
"Chris Wright, Donald Trump’s pick for energy secretary, says oil, gas and coal are key to solving global poverty.",
Some call that misleading.,
"Several justices indicated that a federal agency had complied with a federal law by issuing a 3,600-page report on the impact of a proposed railway in Utah.",
"Widespread adoption of heat pumps could prevent thousands of premature deaths and save billions on energy bills, according to a new analysis.",
"The two solvents, known as Perc and TCE, cause kidney cancer and other ailments, and have been the subject of years of controversy.",
"“He aprendido a confiar en mis instintos en cualquier aventura empresarial o marca que defienda”, dijo la estrella del tenis jubilada en una entrevista en la Cumbre DealBook.",
The opposing paths taken by two powerful firms — Benchmark and Andreessen Horowitz — embody a profound debate about the future of an industry that funds and fosters American innovation.,
"The serial internet entrepreneur, who co-founded Twitter and created Medium, was turning 50 and feeling detached from friends.",
Maybe a new start-up could fix that.,
"At this year’s DealBook Summit, there was a sense that trust was becoming harder to come by and that the rules for how people judge the truth had shifted.",
"“I’ve learned to trust my instincts in any business venture or brand I’m championing,” the retired tennis star said in an interview at the DealBook Summit.",
"Eberjax, which made chronographs, stopped production in 1983.",
But Christophe Hoppé intends to start it again.,
The billionaire founder of Amazon spoke with Andrew Ross Sorkin at the DealBook Summit.,
Una vida perfecta de esposa mormona ha hecho de Hannah Neeleman una estrella de las redes sociales y un tema de debate cultural.,
"Connor Sports, in the tiny mill town of Amasa, Mich., is one of the leading makers of hardwood floors for top professional and college teams.",
Her picture-perfect life as a Mormon farm wife has made Hannah Neeleman a social media star and a cultural lightning rod.,
"As the country’s liberal bubbles mourn the election’s outcome, Laurene Powell Jobs highlighted entrepreneurs’ good work with one rule: “Cheer loudly!”",
"Joanna Smith-Griffin was charged with lying to investors about revenue and her customer base, which she claimed included some of the nation’s largest school districts, including New York City’s.",
"For some, an even bigger draw than the silver, furniture and artwork at Michael Corcoran’s auctions is the 96-year-old auctioneer himself.",
"Jean Touitou, the creator of A.P.C., knows how to make something perfectly minimal.",
"In the fine print, Vice President Kamala Harris’s agenda for Black men “and others” is an effort to avoid political and legal obstacles if she is elected.",
The workers’ union hopes that adding employees at the Staten Island warehouse to a protest started by delivery drivers will increase pressure on Amazon.,
"Years of strife ruined the energy sector, battered the currency and strangled growth.",
"The West must ease financial controls to help the economy, experts say.",
"The Personal Consumption Expenditures index climbed 2.4 percent from a year earlier, though the report’s details were more subdued than expected.",
"The walkouts in Los Angeles, Chicago and Seattle come after talks between the company and the workers’ union failed to produce an agreement on raises.",
"The chipmaker expects more than $10 billion in foreign sales this year, but the Biden administration is advancing rules that could curb that growth.",
The retail giant said it expected its operations to be largely unaffected by the strike of some drivers at contracting firms Amazon uses to deliver packages.,
"America’s economy is far outstripping its peers, but there are serious risks, including from the president-elect.",
"President-elect Donald J. Trump’s proposals on tariffs, immigration, taxes and deregulation may have far-reaching and contradictory effects, adding uncertainty to forecasts.",
Silicon Valley hopes that tech giants like Elon Musk could help to push the incoming Trump administration toward offering more visas to highly skilled foreign workers.,
"The investigation could result in tariffs on older types of chips from China, though the decision would ultimately fall to Trump.",
"Rate cuts, stock surges, and Trump’s tariff threats are among the biggest forces shaping business and the economy.",
Make sense of the latest business and policy headlines with our daily newsletter.,
"At the DealBook Summit, seven sports stars and experts discussed how building a brand as an athlete has changed.",
The automaker agreed to keep all 10 of its factories in Germany open and to guarantee workers’ jobs until the end of 2030.,
Listen to our interview with David Ricks and Fatima Cody Stanford.,
Listen to our interview with Jeff Bezos.,
Listen to our interview with Bill Clinton.,
Listen to our interview with Serena Williams.,
Listen to our interview with Jerome Powell.,
Listen to our interview with Sundar Pichai.,
Private messages detail an alleged campaign to tarnish Blake Lively after she accused Justin Baldoni of misconduct on the set of “It Ends With Us.”,
"He was at the helm of several influential publications, notably Gay City News in New York City and, since 2017, The Los Angeles Blade.",
Mr. Murdoch’s appeal over whether he can consolidate his son Lachlan’s power over his media empire is due just before Christmas.,
"His lively drawings of historic Supreme Court arguments, impeachment trials and murder cases gave the public a peek into venues where cameras were banned.",
"But in her first interview since her podcast reached No. 1, she does share ideas about why the show has become a breakout hit.",
"Talks started and finished on the same day, after Disney decided that fighting the lawsuit could potentially hurt the company and protections for the press.",
"The animated “Win or Lose” follows a middle school softball team, and each episode is told from the perspective of a different character.",
"Writing for The New Yorker, she was both admired and feared, wielding a sometimes merciless pen.",
Her study of Fred Astaire and Ginger Rogers drew accolades.,
"Just a few years ago, media executives thought theatrical releases didn’t benefit their streaming services.",
"Now, many of them think the opposite.",
"A federal jury in July found Mr. Watson, who started the digital media company in 2013, guilty of trying to defraud investors and lenders.",
Consumers have said they are confused and frustrated with tipping expectations generally.,
"But, one expert says, “people generally want to feel more generous around the holidays.”",
"At a congressional hearing on Wednesday, senators framed the tacked-on fees for passenger seats or bags as akin to extortion.",
"Airline executives pushed back, saying they gave customers options.",
Lining up early outside stores and hunting for deals was once part of a gratifying Black Friday.,
It no longer feels that way.,
"Our Frugal Traveler columnist waded through the sales, and found some of the best bargains she’s seen in years.",
The rollout of the new student aid form last year was a debacle.,
This year’s beta testing has gone better.,
Next up: millions of users and a new administration.,
Readers had concerns about whether same-sex married couples and their protections would face new risks during a second Trump term.,
"Readers had questions about individual retirement accounts, distributions and access to brokerage accounts if they moved away from the U.S. Here are some answers.",
"With the plans, workers are automatically enrolled and contribute through payroll deductions.",
The goal is to help more Americans save for retirement.,
"Readers are concerned that his campaign proposals would put Social Security’s finances on thinner ice, endangering their payments.",
Many would-be home buyers are still hoping for mortgage rates to come down as the Federal Reserve cuts interest rates.,
How much they will fall is unclear.,
"Overtourism and summer heat have increased the allure of off-season travel in Europe, and the cruise industry is taking note with more winter itineraries.",
Added bonus: cheaper fares.,
"“A lot of compute is needed,” Mr. Musk said in a post about the financing, in which BlackRock, Fidelity and Sequoia participated.",
"OpenAI said it would be restructured as a public benefit corporation, and that the nonprofit that controls the organization would receive shares in the new company.",
"In the 1960s and ’70s, he developed the PLATO computer system, which combined instant messaging, email, chat rooms and gaming on flat-screen plasma displays.",
"Hallucinations, a bane of popular A.I. programs, turn out to be a boon for venturesome scientists eager to push back the frontiers of human knowledge.",
The federal judge who ruled Google was a monopolist in search is weighing his options to fix the monopoly.,
Here’s what happens now.,
"The artificial intelligence start-up said the new system, OpenAI o3, outperformed leading A.I. technologies on tests that rate skills in math, science, coding and logic.",
We flew to Arizona to test the recently debuted service ourselves.,
"Redesigned interfaces, new features and artificial intelligence are meant to enhance the experience, even if the changes can be confusing at first.",
"Bluesky has a hint of the old Twitter magic, but the feeling of freedom it offers might be even better.",
New features in Apple’s iOS 18 and Google’s Android 15 can lock up apps with sensitive information and even hide them from view.,
Apple earbuds and others can help you hear dining companions.,
Here’s how to use them.,
"The $350 Oura Ring 4 looks sleek and cool, and it may be useful for data-hungry health enthusiasts.",
But it failed this sleep-deprived parent.,
"Google, Microsoft and Meta are shoving A.I. chatbots into our faces.",
"Sometimes, there’s a way out.",
The initial version of Apple Intelligence focuses on helping you with words and photos.,
Prepare to be impressed and unnerved.,
New devices from Motorola and Google prove that phones with bendable screens keep getting better — and some are even becoming cheaper.,
"Apple is using Apple Intelligence, a suite of tools for generating images and text, to upsell the iPhone 16.",
But you can get similar features elsewhere.,
"If your current smartphone can’t make it through the day without needing a recharge, here are a few steps to make it last a little longer.",
The detention of Telegram’s founder has highlighted the messaging app’s outsize status in Europe’s deadliest war since World War II.,
"Apple, Microsoft and Google need more access to our data as they promote new phones and personal computers that are powered by artificial intelligence.",
Should we trust them?,
"Apple and Google are getting up close and personal with user data to craft memos, summarize documents and generate images.",
Sacramento Kings players completed practice on Friday and prepared for a flight to face the Lakers.,
"But before the plane even left, their coach had been fired.",
"The Minnesota Vikings have a problem: Sam Darnold has almost been too good this season, a columnist for The Athletic writes.",
"There was a game in Houston where a pitcher allowed four base runners on three pitches, and that’s not even the most wild moment.",
Chelsea’s jersey is unique this season as it holds out for the biggest deal it can strike.,
"When Sanders was a player, the attention was on his flash.",
"Also evident, but not often acknowledged, were the qualities of a winning coach.",
"Netflix’s presence, Super Bowl ratings records and more captured our interest this year.",
"Chicago has lost 10 games in a row, and frustrations are boiling over for everyone.",
"Mikael Granlund, Rasmus Ristolainen, Taylor Hall, Will Borgen and Brandon Tanev are some of the key names to watch.",
Cameron Skattebo graduated high school without an F.B.S. scholarship offer.,
"Now, the Arizona State player is a cult hero.",
"With the Relief Room, a Phillies fan has created an over-the-top shrine to baseball’s most unsung players.",
It is in his downstairs bathroom.,
"As a no-hitter stretched into extra innings, a journalist rooted for something extraordinary while his son just wanted the Yankees to win.",
They both got what they wanted.,
"With the Oakland Athletics having gutted their roster and flirted with Las Vegas, their once-loyal fans appear to be in revolt.",
"For about two decades, Altagracia Alvino has lived with and cooked for her baseball-playing offspring — as well as their teammates and opponents.",
Tim Flannery’s rollicking life as an athlete and a musician was nearly cut short by a staph infection.,
But one of baseball’s most unlikely characters found his way back.,
"John Jaso walked away from Major League Baseball at 34, potentially leaving millions of dollars on the table.",
The sea was calling.,
"In the 17th season of a Hall of Fame-worthy career, Votto has made the unusual shift from meticulous hitting savant to social media star.",
"The Brooklyn Cyclones are leading their minor league division this summer, while New York’s major league teams sit at .500 or worse.",
A psychology book by a Nobel Prize-winning author has become a must-read in front offices.,
It is changing the sport.,
SNY already had some of the best announcers in baseball.,
"John DeMarsico, the network’s director, has made every game feel like a trip to the movies.",
"Named after a team from the Negro leagues, the Nashville Stars give young players, Black and white, passion and purpose in the game.",
"After a long wait, Gil Hodges was elected to the Hall of Fame.",
"For one of the many people whose lives he helped change with community work, Hodges was already a legend.",
Oswaldo Cabrera has had highlights at multiple positions in his first week in the majors.,
The only constants have been his enthusiasm and his atypical accessory.,
"After he was traded in one of the most infamous deals in Cleveland’s history, the team floundered and “the curse of Rocky Colavito” was born.",
"A Dominican baseball star, he had a dazzling rookie year and became a pioneering designated hitter, but injuries and tuberculosis held him back.",
"A pitcher who won 99 games in 13 seasons, he played for the Braves and the Reds.",
"But when he retired, he never looked back.",
A pro-Harris video from LeBron James.,
A pro-Trump hat on Nick Bosa.,
"With Election Day near, more have been showing their preference.",
"Shohei Ohtani, the Dodgers’ superstar, drove massive interest for the World Series in Japan, where more than 15 million people watched each of the first two games.",
"With the industry’s popularity on the rise, the Senate Judiciary Committee held a hearing to discuss its effect on athletes, the public and the integrity of games.",
He helped City College win two national championships in 1950 before pleading guilty in a point-shaving scheme.,
He later became City’s basketball coach and a mentor.,
Clark’s arrival has many betting on the W.N.B.A.’s success.,
"But certain structural disadvantages persist, including how much the players earn.",
"For those wanting to trace the evolution of money and college sports over the past half-century, Southern Methodist offers a perfect example.",
"As administrators at universities like St. Peter’s, Fairleigh Dickinson and Florida Gulf Coast can attest, upset victories bring attention, alumni donations and a lot of work.",
The sophomore guard is prepping collaborations with hip-hop heavyweights like Lil Wayne and NLE Choppa as she helps L.S.U. defend its basketball title in the N.C.A.A. tournament.,
"Knight raised Indiana to the national top tier while upholding academic standards, but he was notorious for the rage he directed at players and referees.",
A bid to unionize by the Dartmouth men’s basketball team raises questions that earlier unsuccessful campaigns in college sports have not addressed.,
"The Big Ten booms to 18 schools with the move, powered by TV money, and the once-great Pac-12 dwindles to four after three more schools leave for the Big 12.",
LeBron James Jr.’s release was one of several indications that things were returning to normal three days after he collapsed on a basketball court.,
James was hospitalized after suffering cardiac arrest during a practice at the University of Southern California.,
He was released Thursday.,
"Bronny, a basketball recruit at the University of Southern California, was stricken during a practice on Monday.",
"He is out of intensive care and in stable condition, his family said.",
One of the few enduring changes from the N.C.A.A. after an investigation of basketball recruiting by the F.B.I. is more involvement from high school teams in showcasing players.,
"Wade, who was hired this year to coach at McNeese State, was not cited for the most notorious charge against him: that he lured recruits with illicit payments.",
"The men’s basketball coach, who was arrested Friday in Pittsburgh, had been suspended in May after he used a homophobic slur in a radio interview.",
A freshman player sued The Times after it placed him at a crime scene.,
The newspaper will correct its coverage.,
"Huggins, the men’s basketball coach at West Virginia since 2007, must also take sensitivity training after using the slur twice and mocking Catholics on a radio program this week.",
His Trojans won four Rose Bowls during his two stints at Southern California and shared one national championship.,
He took the Rams to two conference championships.,
"Early in the civil rights movement, a Georgia governor tried to ban Black players from the game, but after a protest by Georgia Tech students, Grier was allowed to play.",
"In sports, the best team doesn’t always win a championship, but it almost always gets an opportunity to try.",
Tell that to the 13-0 Florida State Seminoles.,
Dozens of players were caught up in the lies and false promises of Bishop Sycamore and Christians of Faith Academy.,
One player made it out to play major college football.,
This season is the last before new-look leagues and an expanded playoff will make the sport feel much different.,
"More change came Friday with California, Stanford and Southern Methodist joining the Atlantic Coast Conference.",
Meiko Locksley was found to have had a degenerative brain disease often associated with football.,
"His father, the head coach at Maryland, is still reckoning with the implications.",
Michael Oher says Sean and Leigh Anne Tuohy used their relationship with him to unfairly profit from his story.,
They have denied it.,
"“The Blind Side” played on sports fans’ penchant for too-tidy narratives, our columnist writes.",
A legal battle between the N.F.L. player and the family depicted in the film seeks to answer questions the dramatization looked past.,
Michael Oher has long criticized the feel-good Hollywood version of his life as a struggling high school football player.,
His lawsuit against the family that took him in questions their relationship.,
"In lawsuits, former athletes accuse the sports program of having a pervasive culture of hazing and sexual abuse, and two coaches have been fired.",
Lawyers say more athletes may come forward.,
"The N.C.A.A. said Tennessee had a culture of wrongful payments to athletes, including cash for hotels, meals and car payments, among other things.",
The university was fined $8 million but avoided a postseason ban.,
San Diego State had to make a decision about whether to leave the Mountain West Conference.,
"It stayed put, but a move to the Pac-12 still beckons.",
"Colorado has numerous scholarships available after a change in its coaching staff, serving as one of many examples of how the transfer portal has created a market similar to professional free agency.",
"Carter, projected as a top-five pick in the N.F.L. draft, pleaded no contest to two misdemeanor charges and will serve 12 months of probation.",
"There were a lot of exciting tournaments, but LIV still looms over the sport.",
"For the DP World Tour Championship in Dubai, it took planning and water.",
"“The desert golf courses are actually the most efficient users of water out of necessity,” a U.S.G.A. official said.",
The tournament will also determine the winner of the Race to Dubai.,
Here are five tournaments that stood out in 2024.,
She often took time away from the tour for her family.,
"But she tallied 11 championships, including three in the U.S. Women’s Open.",
"The tournament, long a staple for European players, has become an international event for the world’s top golfers.",
"Heading into the BMW PGA Championship in his home country, the English golfer talked about the Olympics and playing in the United States.",
"The BMW PGA Championship will be played at the club, where a bunker was built by the British military to be a site more secure from bombing than central London.",
"More than a year has passed since the tour agreed to a deal with LIV Golf, but there is some hope an in-person gathering in New York could create momentum.",
He won eight PGA Tour tournaments and two senior majors — but it was his flair on the greens that made him one of the sport’s most popular players.,
"After reaching a settlement with an Ohio country club to acquire its lease on the Octagon Earthworks, the state historical society intends to open the site as a public park.",
"At the British Open at Royal Troon, a short hole called the Postage Stamp has ended many title runs.",
"He won by six strokes last year, an accomplishment that showed him that he was capable of really big things.",
"This is the last major of the year, and it seems that every top golfer will be there.",
These five may surprise.,
Last year she became the third Frenchwoman to win a major and the first since 2003.,
"She won the Evian Championship in 2018, her only major title.",
"At 46, she is about to reduce her playing time.",
Two performance psychologists explain the mental strategies that help push past blowing a lead at a major.,
A proposal to remake the area would please the owner of the city’s N.B.A. and N.H.L. teams.,
"But others, including classical musicians, aren’t so thrilled.",
Kendall Coyne Schofield reached out to King years ago.,
In January the league had its first game.,
More diamonds isn’t enough.,
One jeweler is wowing sports teams with reversible faces and detachable compartments.,
The sealed case could include the highly prized Wayne Gretzky rookie card.,
Or not.,
The buyer may never find out.,
"The accusation, made in London, Ontario, in 2018, has put the country’s hockey organization into turmoil and outraged the public.",
"Ever since the Quebec Nordiques decamped in 1995, leaving a hole in the Francophone city, vote-seeking officials have vowed to bring them back.",
But younger voters may be starting to forget the team.,
All 10 skaters on the ice got a game misconduct in the Senators-Panthers game on Monday night in Ottawa.,
"Numerous franchises are expected to overhaul their local media deals, returning games to free networks.",
The transition is underway in Arizona.,
"Whether blasting through gender barriers or writing at superhuman speed, here are five moments when New York Times sportswriters went the extra mile for the news.",
"Chris Nilan fought more than 300 times during a pro hockey career, then had years of addiction and anger problems.",
"A high-risk candidate for chronic traumatic encephalopathy, Nilan is being studied by Boston University.",
Three Canadian and three American teams will begin play in the Professional Women’s Hockey League in January.,
"Hockey romance is a thriving literary subgenre, but some of its fans on TikTok are creating content that blurs the line between fictional players and real-life ones, dividing the community.",
"These men, many in their 80s, may have titanium hips and implantable defibrillators.",
But they plan to play hockey until they go to that big locker room in the sky.,
"The Golden Knights beat the Panthers, 9-3, to win the N.H.L. championship, four games to one.",
"It is rare for teams from one market to play in the Stanley Cup and N.B.A. Finals in the same year, and a first for southern franchises, but it was bound to happen.",
"Over two days in February 2024, the N.F.L. stadium in East Rutherford, N.J., will host the Rangers against the Islanders, and the Devils against the Flyers.",
"American men have achieved thrilling victories at the Olympics, but they haven’t won a world hockey championship in decades.",
"The N.B.A. star is worried that for too many youth basketball players, the sport is no longer fun.",
He’s trying to find ways to change that.,
"A three-time All-Star, he played for the Knicks and the Phoenix Suns.",
"For one season, he and Tom Van Arsdale were hard-to-tell-apart teammates.",
"Known for his quick wit and garish sweaters, he took the New York City university to national basketball prominence over 24 seasons.",
Love was a cornerstone of the franchise’s success in the early 1970s.,
He struggled with a stutter that he overcame only after his playing days were over.,
"For decades, beginning in 1959, he was a regular presence at Madison Square Garden (in two locations), befriending players and heckling opposing players and refs.",
"As their favorite team in the W.N.B.A. experiences a surge in popularity, fans are expressing their love creatively.",
The league has held preseason games in the United Arab Emirates for three years.,
"It says the impact has been positive, but others say it’s helping a repressive regime.",
"Lobo, one of the W.N.B.A.’s first stars, will now be broadcasting perhaps the most anticipated postseason in league history.",
"At ESPN, Adrian Wojnarowski leveraged social media to get the news out quicker.",
That skill made him rich and famous.,
He will manage the basketball team at St. Bonaventure University.,
He was known as the Destroyer for his gritty intensity as a player.,
He later coached Golden State to an N.B.A. championship and served as its general manager.,
"The feat, a collegiate record, came in 1954 in South Carolina.",
"As a pro, he missed a shot that would have given the Los Angeles Lakers a championship.",
"Nneka Ogwumike, a nine-time All-Star, will lead More Than a Vote, which will focus on women’s reproductive rights this election cycle.",
"While the Irish have no team in the Olympic tournament, Timmy McCarthy’s eccentric, enthusiastic commentary has earned him his own fervent fan base.",
Athletes at the Paris Olympics have been sporting some seriously high-wattage accessories.,
Here are nine of our favorites.,
"James is the sport’s global ambassador, and at the Olympics, he is playing in front of — and against — people who grew up dreaming of seeing him in person.",
"Under pressure from the Cowboys’ stellar defense, the Jets had four giveaways, including three interceptions thrown by Wilson, in the first game since Aaron Rodgers’s injury.",
"Lamar Jackson and Joe Burrow meet after signing lucrative extensions, and the Jets’ offensive line will try to obstruct Micah Parsons.",
A sports book inside the Washington Commanders’ stadium is the first of its kind in the N.F.L. and a symbol of the league’s wholehearted — and profitable — embrace of gambling.,
Jim Trotter said his contract with the NFL Network was not renewed after he challenged Commissioner Roger Goodell and other executives on pro football’s commitment to diversity.,
"As part of its push into live programming, the streaming service is hosting two N.F.L. games and a big musical performance on Christmas.",
"On Thursday, the Los Angeles Chargers pulled off a rare “free-kick field goal.”",
There are other oddball rules in the book if you dig deep enough.,
"Kickers are better than ever, but the record pace of long attempts this season has been remarkable.",
"A 6-foot-4 halfback and flanker, he was a tall, reliable target for Browns quarterback Otto Graham as Cleveland rolled to titles in the late 1940s and ’50s.",
"A defensive tackle, he teamed with Joe Klecko, Mark Gastineau and Marty Lyons in the 1980s on a line that terrorized quarterbacks.",
"Under the expansionist leadership of its commissioner, the National Football League is growing richer and richer.",
"So, too, is Mr. Goodell.",
"A state law allowing high schoolers to earn from endorsements, if they commit to attending a public university in Missouri, has helped Mizzou attract blue-chip players.",
"He was the only inductee to play his entire career in the American Football League, where he helped the Buffalo Bills win two championships in the 1960s.",
"Known for his legs as well as for his arm, he was the last Detroit Lions quarterback to make the Pro Bowl for more than 40 years.",
"Mr. Favre, the former N.F.L. quarterback who fell from grace after Mississippi officials accused him of helping divert funds meant for low-income residents, announced the diagnosis before Congress.",
"A Red Bulls promotion has some fine print: If Inter Miami is the opponent, you get a different game.",
"While most of Europe’s leagues engage in a Sisyphean quest to source as much money as possible, Sweden has chosen a different model.",
But its rewards come with risk.,
"Han Kwang-song’s recent appearances in World Cup qualifiers were his first ones overseas since 2020, when U.N. sanctions led to an involuntary career break.",
"FIFA’s president, Gianni Infantino, cheered a plan to take soccer’s richest event to the kingdom.",
He has said little about his years of work to make that happen.,
"The patience of Alonso, the Bayer Leverkusen manager, says a lot about him, and just as much about a sport perpetually chasing the next big thing.",
"Rapinoe, who helped define U.S. soccer for a decade, is retiring after this week’s N.W.S.L. final.",
"Hayes, the Chelsea coach, will try to put her stamp on it next.",
"Australia announced it would not bid, clearing the way for the Saudis to bring soccer’s biggest tournament back to the Gulf.",
"In the span of three months, the soccer superstar has made Inter Miami’s eye-catching jersey the hottest piece of sports merchandise on the planet.",
"Luis Rubiales, who led the country’s soccer federation, departed in disgrace after he forcibly kissed a player after the Women’s World Cup final.",
777 Partners had been scooping up big-name soccer teams for two years when it bid for Everton.,
Doubts about its finances could kill the deal.,
"The U.S. firm bidding for the Premier League club, 777 Partners, has failed to provide required information to a British regulator.",
An agreement with the London-based streaming company DAZN came just a day before the draw for the inaugural event and after other networks balked at FIFA’s demands.,
"Gianni Infantino has tied his legacy to the 32-team tournament, even inscribing his name on the trophy.",
Its success is far from guaranteed.,
"A total of eight people were being held in connection with last week’s violence, and unrest in the largest city in the Netherlands continued on Monday night.",
Dutch and Israeli officials described the clashes after a soccer match as antisemitic.,
The violence followed confrontations and mounting tensions in the city.,
The world’s richest soccer league accused its champion of years of financial violations.,
A hearing that began this week could tarnish the club’s accomplishments and reshape the competition.,
San Marino scored its first competitive win.,
"“To beat Liechtenstein has been an incredible joy,” one player said.",
"On a court where he had regularly played the villain, Djokovic soaked in the fan adoration as he beat Daniil Medvedev in straight sets.",
"Halep, who tested positive for a banned substance at the U.S. Open in 2022, promised an appeal to the Court of Arbitration for Sport.",
Last year’s U.S. Open focused on goodbyes.,
"This year, Gauff, the new singles champion, along with Ben Shelton, Frances Tiafoe and Taylor Fritz, burst through the front door with plans to stay.",
Kylie McKenzie accused a U.S.T.A. coach of inappropriately touching her when she was 19.,
"In depositions, the organization has questioned her sexual history.",
"There were striking matches, coaching changes, and Novak Djokovic finally won his Olympic gold.",
"For the first time in decades, the ATP Finals will be played without either Roger Federer, Rafael Nadal or Novak Djokovic.",
Jannik Sinner and Carlos Alcaraz are poised to take over.,
"He has not won a Grand Slam, but has taken an Olympic gold.",
"He’s ranked No. 2, but has been fined over his temper on the court.",
He also has settled domestic abuse charges.,
The player from Italy reached the finals this year at the French Open and Wimbledon.,
Now she has qualified for the WTA Finals for the first time.,
Experts say that players need to take their time to succeed.,
"“The athlete who rushes during a tiebreak gets into trouble,” Pam Shriver says.",
The tennis player turned pro in 2008 and is now back in the top 10 as he prepares for the Rolex Paris Masters.,
"Players must adjust to the differences, and that has led to complaints about consistency.",
The ATP is trying to solve the problem.,
"His students, including Tracy Austin, Maria Sharapova, Pete Sampras and Lindsay Davenport, developed their ground strokes through his regimen of intense repetition.",
"Roger Federer, who helped create the team event in 2017, said “the first year was definitely a highlight.”",
The cup is now in its seventh year.,
"The Laver Cup pits Europe against the rest of the world, and players love being picked for one of its teams.",
"For the first time in more than two decades, an American man and an American woman will play in the U.S. Open singles finals.",
Botic van de Zandschulp’s career has had its ups and downs.,
But a pair of Manhattan financiers he knew as a boy in the Netherlands have become part of his “team.”,
“Technostuff” built in the last 100 years outweighs all the living matter on Earth.,
The probe sent a signal to Earth indicating that it had survived the closest solar encounter ever attempted by a spacecraft.,
"A new study is “a bit of a counterweight to the endless hyperbole about how incredibly complex and powerful the human brain is,” one researcher said.",
The astronauts on the I.S.S. — including two who were scheduled to return months ago — held a zero-gravity cookie-decorating contest and built a reindeer from storage bags.,
"Moo Deng the pygmy hippo, Flaco the escaped eagle-owl, Charlotte the maybe-pregnant stingray — they distracted us from the messy human world but were also clear reflections of it.",
Animal remains unearthed in Alaska give clues to how wolves were domesticated.,
"Tiny genetic alterations could help the bird flu virus enter cells in the upper respiratory tract, the C.D.C. said.",
But there is no sign that mutations are widespread in nature.,
"More than half of the cats at the sanctuary in Shelton, Wash., died of the virus over the past several weeks.",
Employees of SpaceX have filed a formal petition to create the city of Starbase.,
Its first mayor would be a security manager for the company.,
The Parker Solar Probe is attempting the closest ever pass of the sun’s surface on Christmas Eve.,
Scientists said that the main hazard from the eruption on Monday was increased levels of volcanic gas.,
"They were the bright lights during a rocky year, making the city a cooler, and fairer, place to be.",
"As holiday joy transitions to wintry malaise, New Yorkers throw tons of trees to the curb.",
"In recent days the president-elect has called for asserting U.S. control over the Panama Canal and Greenland, showing that his “America First” philosophy has an expansionist dimension.",
A new method of making nonvintage Champagnes is taking hold.,
Producers see it as a hedge against climate change while improving overall quality.,
"Stephen Miran, who served during Donald Trump’s first term and now works at a hedge fund, has accused the Biden administration of manipulating markets.",
Mr. Regan informed agency employees that he would leave before the formal end of the Biden term.,
A new study finds that deaths related to cold weather in the United States have risen in the past two decades.,
"Lena Schilling, the youngest lawmaker in Brussels, faced a harsh questioning of her character and credibility before winning a chance to fight against climate change in the halls of power.",
"A 38-day expedition in the remote Alto Mayo region, where development threatens wild habitats, turned up one previously unknown animal after another.",
The court agreed that the state’s energy policies violated Montanans’ constitutional right to a clean environment.,
The condemnation by a watchdog comes as England’s largest water company asks for an emergency loan and the nation wrestles with water pollution.,
"Forget the summer crowds, exploring wide-open landscapes by ski, snowmobile or snowshoe, and revel in a solitude that few park visitors ever get to experience.",
Jennifer Granholm said a new analysis showed that the continued pace of exports was “neither sustainable nor advisable.”,
"An eminent geologist, he argued against putting condos and hotels on vulnerable coastal landscapes.",
"Environmentalists applauded, many others didn’t.",
"For his next trick, your cosmic correspondent for the past quarter-century will (try to) retire.",
"Federal agencies have opened at least three reviews into whether the company and its leader complied with disclosure protocols intended to protect state secrets, people with knowledge of the matter said.",
China said two of its astronauts spent nine hours outside the Tiangong Space Station.,
